VisualizationID	SpecFile	LocalSpecIdx	Scan	LocalPeptideIdx	Name	Score	P-Value	PeptideMass	SpectrumMass	Retention	Adduct	Charge	SMILES	FDR
spectra-00000_PSM_188_IFVA82LCOH	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1091	7353	1792	Verrucamides_Verrucamide_D	10	3.0e-08	1386.81	719.428	260.703	M+2H	2	CC(C)C1C(=O)N(C)C(CO)C(=O)N(C)C(C(C)C)C(=O)NC(CO)C(=O)NC(C(C)C)C(=O)N(C)C(Cc2ccccc2)C(=O)NCC(=O)NC(C(C)C)C(=O)N(C)C(C(C)O)C(=O)NC(C(C)C)C(=O)N(C)C(C(C)O)C(=O)NC(C(C)C)C(=O)N(C)C(C)C(=O)NCC(=O)N1	4.64
spectra-00000_PSM_189_WPV729SN8Y	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	592	5204	3029	B_12489_B_12489B	8	3.0e-08	1100.62	488.275	208.973	M+2H	2	CCCCCC1CC(=O)NC(CN)C(=O)NC(Cc2ccccc2)C(=O)NC(CCN)C(=O)NC(=CC)C(=O)NC(CC(C)C)C(=O)NC(CN)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(CC(=O)O)C(=O)O1)C(C)(C)O	4.61
spectra-00000_PSM_190_6T1W6S4S0P	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1013	7030	395	SNA_60-367_SNA_60-367-9	7	3.1e-08	1490.83	674.845	274.909	M+2H	2	CC(C)CCCCCCCCCCCC(CC(=O)NC(CCC(=O)O)C(=O)NC(CCCN)C(=O)NC1Cc2ccc(cc2)OC(=O)C(C(C)C)NC(=O)C(Cc2ccc(cc2)O)NC(=O)C(CCC(=N)O)NC(=O)C2CCCN2C(=O)C(C(C)C)NC(=O)C(CCC(=O)O)NC(=O)C(C(C)O)NC1=O)O	4.58
spectra-00000_PSM_191_D4P1C02YPC	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	456	4455	874	Grividomycin_I_Grividomycin_I	7	3.1e-08	864.438	431.248	207.538	M+2H	2	CC(C)CC1C(=O)N2CC(CC2C(=O)N(C)CC(=O)N(C)C(C(C)C(C)C)C(=O)NCC(=O)N(C)C(c2ccccc2)C(=O)OC(C)C(C(=O)N1)NC(=O)c1c(cccn1)O)O	4.55
spectra-00000_PSM_192_W5BHF08RRI	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1215	8029	2226	Nostophycin_Nostophycin	6	3.1e-08	888.475	788.439	243.653	M+H	1	CCC(C)C1C(=O)N2CCCC2C(=O)NC(CC(CCCc2ccccc2)O)C(C(=O)NC(CCC(=N)O)C(=O)NCC(=O)N2CCCC2C(=O)NC(Cc2ccccc2)C(=O)N1)O	5.13
spectra-00000_PSM_193_KC5MXVBCJ6	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1007	7011	1792	Verrucamides_Verrucamide_D	9	3.1e-08	1386.81	672.438	226.189	M+2H	2	CC(C)C1C(=O)N(C)C(CO)C(=O)N(C)C(C(C)C)C(=O)NC(CO)C(=O)NC(C(C)C)C(=O)N(C)C(Cc2ccccc2)C(=O)NCC(=O)NC(C(C)C)C(=O)N(C)C(C(C)O)C(=O)NC(C(C)C)C(=O)N(C)C(C(C)O)C(=O)NC(C(C)C)C(=O)N(C)C(C)C(=O)NCC(=O)N1	4.52
spectra-00000_PSM_194_M1I732945A	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	881	6521	1444	Cormycin_A_Cormycin_A	8	3.1e-08	1273.6	590.288	209.84	M+2H	2	CCCCCCCCCCCCC(C(CC(=O)NC1COC(=O)C(C(CCl)O)NC(=O)C(C(C(=O)O)O)NC(=O)C(=CC)NC(=O)C(C(C)O)NC(=O)C(Cc2cnc[nH]2)NC(=O)C(CCO)NC(=O)C(CC(=N)O)NC(=O)C(CCCN)NC1=O)O)O	4.49
spectra-00000_PSM_195_NKH9Y16Z9J	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	352	3556	2683	Vioprolide_A_Vioprolide_A	7	3.4e-08	862.426	374.228	201.04	M+2H	2	CC=C1C(=O)N2CCCCC2C(=O)NC(C(C)O)C(=O)N(C)C(C(C)C)C(=O)OCC(C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)N2C(C)CC2C2=NC(CS2)C(=O)N1)O	4.46
spectra-00000_PSM_196_10WWP5NJ9Z	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1256	8185	2205	Antibiotic_WAP_8294A_Antibiotic_WAP_8294A4	9	3.5e-08	1575.83	811.455	232.9	M+2H	2	CC(C)CCCCC1CC(=O)NC(CO)C(=O)NC(C(C(=N)O)O)C(=O)NC(CO)C(=O)NCC(=O)N(C)C(Cc2ccccc2)C(=O)NC(CC(C)C)C(=O)NC(CCCN)C(=O)NC(CCC(=O)O)C(=O)NC(CC(=N)O)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCN)C(=O)N(C)C(C(C)C)C(=O)O1	4.43
spectra-00000_PSM_197_1R7SZUY7PG	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1109	7438	2810	Schizothrin_A_Schizothrin_A	8	3.6e-08	1489.77	730.137	171.508	M+2H	2	CCCC(=O)N(C)C(C)C(=O)OC(CC1C(C(=O)NC(CCC(=N)O)C(=O)NCC(=O)N2CCCC2C(=O)NC(Cc2ccccc2)C(=O)NC(C(C)C)C(=O)NC(CO)C(=O)NC(=CC)C(=O)NC(CO)C(=O)NC(CCc2ccc(cc2)OC)C(=O)N2CCCC2C(=O)N1)O)CC(C(CC(C)C)O)O	4.40
spectra-00000_PSM_198_QALEE3O74W	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	861	6395	3034	Lyngbyazothrin_C_4''''-Demethoxy,_5''-deacyl	9	3.8e-08	1282.68	577.962	162.626	M+2H	2	CCC(C)C1C(=O)NC(CO)C(=O)NC(=CC)C(=O)NC(C(C)O)C(=O)NC(CCc2ccccc2)C(=O)N2CCCC2C(=O)NC(CC(CC(C(CC(C)C)O)O)O)C(C(=O)NC(CCC(=N)O)C(=O)NCC(=O)N2CCCC2C(=O)N2CCCC2C(=O)N1)O	4.38
spectra-00000_PSM_199_A8VAGCIZO2	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1026	7067	2810	Schizothrin_A_Schizothrin_A	8	4.0e-08	1489.77	681.031	167.583	M+2H	2	CCCC(=O)N(C)C(C)C(=O)OC(CC1C(C(=O)NC(CCC(=N)O)C(=O)NCC(=O)N2CCCC2C(=O)NC(Cc2ccccc2)C(=O)NC(C(C)C)C(=O)NC(CO)C(=O)NC(=CC)C(=O)NC(CO)C(=O)NC(CCc2ccc(cc2)OC)C(=O)N2CCCC2C(=O)N1)O)CC(C(CC(C)C)O)O	4.35
spectra-00000_PSM_200_AX67LQPNGE	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1177	7870	4728	Tolybyssidin_B	9	4.0e-08	1490.83	768.423	157.582	M+2H	2	N1[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N/C(=C\C)/C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C1=O)C(CC)C)[C@H](O)C)C(C)C)CCSC)Cc1ccc(cc1)O)CCCNC(=N)N)C(C)C)Cc1ccccc1)C(C)C)C(C)C)C(C)C)[C@@H](O)C	4.32
spectra-00000_PSM_201_7RE7HE0TMH	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1033	7099	3931	rolloamide_A	6	4.3e-08	763.463	685.427	268.5	M+H	1	c1cc(ccc1)C[C@H]1C(=O)N2[C@@H](CCC2)C(=O)N[C@H](C(=O)N2[C@@H](CCC2)C(=O)N[C@H](C(=O)N2[C@@H](CCC2)C(=O)N[C@H](C(=O)N1)[C@@H](C)CC)CC(C)C)C(C)C	5.00
spectra-00000_PSM_202_QHIUR2VCFO	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	560	5025	2984	Micropeptin_T2_Micropeptin_T2	6	4.3e-08	1015.54	475.26	71.623	M+2H	2	CCCCCC(=O)NC(CCC(=O)O)C(=O)NC1C(C)OC(=O)C(C(C)C)NC(=O)C(Cc2c[nH]c3ccccc23)N(C)C(=O)C(Cc2ccccc2)N2C(CCC(C2=O)NC(=O)C(CCCCN)NC1=O)O	4.29
spectra-00000_PSM_203_FFJLGWJ4MX	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1196	7962	4411	Sch_486058	9	4.3e-08	1530.76	779.436	252.354	M+2H	2	N1C(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C1=O)Cc1ccc(cc1)O)CCCNC(=N)N)CO)Cc1[nH]cnc1)CCC(=O)N)Cc1ccccc1)CC(=O)NC(C(=O)NC(C(=O)O)C(CC)C)C(CC)C)C(C)C)C(O)C	4.27
spectra-00000_PSM_204_EYH95A08DB	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	433	4279	4033	hymenamide_E	7	4.4e-08	853.401	421.21	163.848	M+2H	2	[C@@H]1(C(=O)N[C@H](C(=O)N[C@H](C(=O)N2[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N3[C@H](C(=O)N1)CCC3)[C@H](O)C)[C@H](O)C)CCC2)Cc1ccccc1)Cc1ccccc1)Cc1ccc(cc1)O	4.24
spectra-00000_PSM_205_YT63B3SD09	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	974	6884	125	Amphisin_Amphisin	8	4.5e-08	1394.83	655.38	275.436	M+2H	2	CCCCCCCC(CC(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC1C(C)OC(=O)CC(C(=O)O)NC(=O)C(C(C)CC)NC(=O)C(CC(C)C)NC(=O)C(CCC(=N)O)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC1=O)O	4.22
spectra-00000_PSM_206_TJQ3ZENC7N	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	504	4690	4282	(D-Ser1,ADMAdda)MC-LR	7	4.5e-08	1038.54	449.227	162.443	M+2H	2	N1[C@H](C(C(=O)N[C@H](C(=O)N[C@H]([C@@H](C(=O)N[C@@H](C(=O)O)CCC(=O)N(C(=C)C(=O)N[C@@H](C(=O)N[C@H](C1=O)CC(C)C)CO)C)C)/C=C/C(=C/[C@@H]([C@@H](OC(=O)C)Cc1ccccc1)C)/C)CCCNC(=N)N)C)C(=O)O	4.19
spectra-00000_PSM_207_QJ20C9S1JH	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1392	8905	1317	Crotosparsamide_Crotosparsamide	6	4.6e-08	828.449	948.518	205.278	M+H	1	CC(C)CC1C(=O)NCC(=O)NC(C(C)C)C(=O)NC(CC(=N)O)C(=O)NCC(=O)NC(C)C(=O)NC(Cc2ccccc2)C(=O)NCC(=O)NC(CC(C)C)C(=O)N1	4.88
spectra-00000_PSM_208_M1YF8PPRTG	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1312	8478	238	Antibiotic_A_54145_3-Demethoxy,_3'''-deoxy	10	4.6e-08	1625.79	860.951	309.981	M+2H	2	CCC(C)CCCCCCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCC(=O)O)C(=O)NC(CC(=N)O)C(=O)NC1C(C)OC(=O)C(C(C)CC)NC(=O)C(C(C)CC(=O)O)NC(=O)C(CC(=N)O)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(C)NC(=O)CN(C)C1=O	4.17
spectra-00000_PSM_209_XCXAEGLCE0	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1056	7197	2035	Antibiotic_RF_2691B_Antibiotic_RF_2691B	6	4.8e-08	772.462	700.423	258.29	M+H	1	CCC(C)C1C(=O)NC(CO)C(=O)OC(C(C)C)C(=O)OC(CC(C)C)C(=O)NC(Cc2ccc(cc2)OCC=C(C)C)C(=O)N(C)C(CC(C)C)C(=O)N1	4.76
spectra-00000_PSM_210_JJAWOLBLLM	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	635	5448	2987	B_12489_B_12489A	9	4.8e-08	1098.64	502.774	176.16	M+2H	2	CC=C1C(=O)NC(CC(C)C)C(=O)NC(CN)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CC(=O)O)C(=O)OC(CCCC(C)C)CC(=O)NC(CN)C(=O)NC(Cc2ccccc2)C(=O)NC(CCN)C(=O)N1	4.14
spectra-00000_PSM_211_GV7BTX2LP9	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	590	5199	3939	Epidermidin	8	5.0e-08	1099.56	487.281	263.975	M+2H	2	N1C(C(=O)NCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C1=O)CC(C)C)CO)CCC(=O)O)CC(=O)O)C)CCCN)CCCNC(=N)N)C(C)C)C(O)C	4.12
spectra-00000_PSM_212_KB93JXGP0A	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1371	8746	2485	Callipeltin_B_Callipeltin_B	7	5.1e-08	1030.54	911.435	207.776	M+H	1	CC(C)CC1C(=O)N(C)C(CCC(=N)O)C(=O)NC(C(c2ccc(cc2)O)OC)C(=O)N(C)C(C)C(=O)OC(C)C(C(=O)NC(C(C)O)C(=O)NC(CCCNC(=N)N)C(=O)N1)NC(=O)C1C(C)C(C)C(=O)N1	4.65
spectra-00000_PSM_213_QIZ0PX8KEU	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	526	4832	304	Georgamide_Georgamide	7	5.2e-08	851.504	460.23	211.246	M+2H	2	C#CCCCC1C(C)(C)C(=O)NC(C(C)O)C(=O)N(C)C(Cc2ccccc2)C(=O)N2CCCC2C(=O)OC(C(C)CC)C(=O)N(C)C(C(C)C)C(=O)NC(C(C)C)C(=O)O1	4.09
spectra-00000_PSM_214_9OW8OYJADQ	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1349	8629	1534	Dolastatin_1_31-Methyl,_demethoxy,_11-N-Me	6	5.3e-08	982.61	885.473	288.504	M+H	1	CCCC1C(C)C(=O)OC(C(C)CC)C(=O)NCC(=O)N(C)C(CC(C)C)C(=O)NCC(=O)N(C)C(C(C)C)C(=O)N(C)C(Cc2ccccc2)C(=O)NC(C)C(=O)C(C)(C)C(=O)N(C)C(C)C(=O)N1	4.55
spectra-00000_PSM_215_ZU91OEJ4MW	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1072	7255	4554	Tensin	8	5.4e-08	1352.78	707.394	243.194	M+2H	2	N1C(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)C[C@@H](O)CCCCCCC)CC(C)C)CC(=O)O)[C@H](OC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H]1C(C)C)C(C)C)CO)C(C)C)CCC(=O)N)C(C)C)C(CC)C)CCC(=O)O)C	4.07
spectra-00000_PSM_216_AO9OEQ9I09	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	811	6246	3073	B_12489_B_12489C	9	5.5e-08	1114.64	563.815	264.382	M+2H	2	CC=C1C(=O)NC(CC(C)C)C(=O)NC(CN)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(CC(=O)O)C(=O)OC(CCCC(C)C)CC(=O)NC(CN)C(=O)NC(Cc2ccccc2)C(=O)NC(CCN)C(=O)N1)C(C)(C)O	4.05
spectra-00000_PSM_217_HXQAJQE3QC	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	418	4127	3099	Kulokainalide_1_Kulokainalide_1	7	5.5e-08	890.515	413.266	210.388	M+2H	2	C#CCCCC1C(C)(C)C(=O)NC(C(C)C)C(=O)N(C)C(C(C)C)C(=O)OC(C)C(=O)N2CCCC2C(=O)N2CCCC2C(=O)NC(C(C)C)C(=O)NC(Cc2ccccc2)C(=O)O1	4.02
spectra-00000_PSM_218_TZTS0UVX6Z	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	807	6233	3939	Epidermidin	9	5.6e-08	1099.56	560.779	239.691	M+2H	2	N1C(C(=O)NCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C1=O)CC(C)C)CO)CCC(=O)O)CC(=O)O)C)CCCN)CCCNC(=N)N)C(C)C)C(O)C	4.00
spectra-00000_PSM_219_8P466HM6JF	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1160	7748	2108	Antibiotic_WAP_8294A_N3-De-Me	9	5.7e-08	1547.8	757.372	189.024	M+2H	2	CC(C)CCCC1CC(=O)NC(CO)C(=O)NC(C(C(=N)O)O)C(=O)NC(CO)C(=O)NCC(=O)N(C)C(Cc2ccccc2)C(=O)NC(CC(C)C)C(=O)NC(CCCN)C(=O)NC(CCC(=O)O)C(=O)NC(CC(=N)O)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCN)C(=O)NC(C(C)C)C(=O)O1	3.98
spectra-00000_PSM_221_37NUJ5IQIV	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	769	5980	756	(D-Hiv)2(Leu)4(Thr)7-Cyclosporin_A_(D-Hiv)2(Leu)4(Thr)7-Cyclosporin_A	9	6.1e-08	1232.84	548.343	254.176	M+2H	2	CC=CCC(C)C(C1C(=O)NC(C(C)O)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)OC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C)O	4.49
spectra-00000_PSM_222_TE9EQW93WS	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1015	7044	1649	Lyngbyacyclamide_A_Lyngbyacyclamide_A	9	6.1e-08	1442.84	676.33	220.501	M+2H	2	CCCCCCCC1CC(=O)NC(C(C)C)C(=O)NC(C(C(C)C)O)C(=O)NC(CCO)C(=O)NC(CC(C)C)C(=O)NC(CCC(=N)O)C(=O)N(C)C(C(C)CC)C(=O)NC(C(C(=N)O)O)C(=O)NC(C(C)O)C(=O)N2CCCC2C(=O)NC(Cc2ccccc2)C(=O)NC(C(C)O)C(=O)N1	4.47
spectra-00000_PSM_223_ZDAWC3F6B2	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	661	5550	1940	Microcystin_3-D-Aspartic_acid_analogue	6	6.2e-08	1023.55	512.276	195.587	M+2H	2	CC(=CC(C)C(Cc1ccccc1)OC)C=CC1C(C)C(=O)NC(CCC(=O)N(C)C(=C)C(=O)NC(C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC(=O)NC(CCCNC(=N)N)C(=O)N1)C(=O)O)C(=O)O	4.44
spectra-00000_PSM_224_EPQ6J16WB4	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	837	6332	1375	Polypeptin_A_Polypeptin_A	8	6.3e-08	1114.71	572.291	197.875	M+2H	2	CCC(C)C1CC(=O)NC(CCN)C(=O)NC(C(C)CC)C(=O)NC(CCN)C(=O)NC(Cc2ccccc2)C(=O)NC(CC(C)C)C(=O)NC(CCN)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(C(C)O)C(=O)O1	4.42
spectra-00000_PSM_225_URSR5UDMRR	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	830	6315	3789	Lichenysin_A	6	7.0e-08	1006.67	570.421	268.024	M+2H	2	N1C(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CC(OC(=O)C1C(CC)C)CCCCCCCCCC)CCC(=O)N)CC(C)C)CC(C)C)C(C)C)CC(=O)O)CC(C)C	4.40
spectra-00000_PSM_226_6I5VHT5RM6	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1075	7259	1729	Verrucamides_Verrucamide_B	11	7.3e-08	1400.83	707.87	239.832	M+2H	2	CCC(C)C1C(=O)N(C)C(CO)C(=O)N(C)C(C(C)C)C(=O)NC(CO)C(=O)NC(C(C)C)C(=O)N(C)C(Cc2ccccc2)C(=O)NCC(=O)NC(C(C)C)C(=O)N(C)C(C(C)O)C(=O)NC(C(C)C)C(=O)N(C)C(C(C)O)C(=O)NC(C(C)C)C(=O)N(C)C(C)C(=O)NCC(=O)N1	4.37
spectra-00000_PSM_227_6H3AP3YANL	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1433	9196	4849	Microcin_J25	13	7.3e-08	2106.02	1010.48	242.668	M+2H	2	C1(=O)N2C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NCC(=O)NCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N3C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NCC(=O)NC1C(O)C)C(CC)C)C(C)C)Cc1ccccc1)Cc1ccc(cc1)O)CCC(=O)O)CCC3)C(C)C)Cc1[nH]cnc1)C)Cc1ccc(cc1)O)Cc1ccccc1)CO)C(CC)C)CCC2	4.35
spectra-00000_PSM_228_L6YXM07G7R	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	984	6934	1463	Hirsutatin_A_Hirsutatin_A	6	8.0e-08	676.368	661.374	241.492	M+H	1	CC(C)CC1C(=O)NC(C(C)O)C(=O)NC(CO)C(=O)OC(C(C)C)C(=O)OC(CC(C)C)C(=O)NC(Cc2ccccc2)C(=O)N1C	4.44
spectra-00000_PSM_229_WOX76C5UZG	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	699	5773	2078	Wewakazole_Wewakazole	8	8.1e-08	1140.54	529.093	225.951	M+2H	2	CCC(C)C1c2nc(co2)C(=O)NC(C)C(=O)N2CCCC2C(=O)N2CCCC2C(=O)NCC(=O)NC(C(C)C)c2nc(c(C)o2)C(=O)NC(Cc2ccccc2)c2nc(co2)C(=O)NC(Cc2ccccc2)C(=O)N2CCCC2C(=O)N1	4.32
spectra-00000_PSM_230_F9FI3NAJWF	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1014	7041	4790	Tolybyssidin_A	9	8.1e-08	1464.87	675.39	238.389	M+2H	2	C1(=O)N2[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N/C(=C\C)/C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H]1C(C)C)C(C)C)[C@@H](O)C)[C@@H](OC(=O)C)C)C(C)C)Cc1ccccc1)C(CC)C)C(CC)C)[C@H](O)C)CC(C)C)CCCNC(=N)N)CCC2	4.30
spectra-00000_PSM_231_2OKGN499D7	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1263	8218	746	Citrusin_VIII_Citrusin_VIII	6	8.5e-08	821.48	816.461	249.607	M+H	1	CCC(C)C1C(=O)NC(C)C(=O)NC(C)C(=O)NCC(=O)NC(CC(C)C)C(=O)N2CCCC2C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CC(C)C)C(=O)N1	4.35
